farmer_id,name,district,upazila,village,land_size,irrigation_type,tractor_available,labor_availability,investment_capacity,phone
F1350,কৃষক_351,চট্টগ্রাম,আগৈলঝারা,গ্রাম_4,7.61,নলকূপ,True,মধ্যম,"২,০০,০০০ টাকা",01602423742
F1351,কৃষক_352,কুষ্টিয়া,সদর,গ্রাম_3,9.55,নলকূপ,False,উচ্চ,"২,০০,০০০ টাকা",01903473444
F1352,কৃষক_353,বগুড়া,বোয়ালখালী,গ্রাম_4,5.59,নলকূপ,False,উচ্চ,"১,০০,০০০ টাকা",01581587078
F1353,কৃষক_354,কুষ্টিয়া,শাজাহানপুর,গ্রাম_2,4.64,পাম্প,True,নিম্ন,"১,০০,০০০ টাকা",01770857481
F1354,কৃষক_355,চট্টগ্রাম,মিঠাপুকুর,গ্রাম_3,3.2,বৃষ্টিনির্ভর,True,উচ্চ,"৫,০০,০০০ টাকা+",01406773736
F1355,কৃষক_356,চট্টগ্রাম,সদর,গ্রাম_2,8.91,বৃষ্টিনির্ভর,False,উচ্চ,"৫,০০,০০০ টাকা+",01447598585
F1356,কৃষক_357,বরিশাল,শাজাহানপুর,গ্রাম_1,7.75,নদী,False,উচ্চ,"৫০,০০০ টাকা",01397586221
F1357,কৃষক_358,খুলনা,চারঘাট,গ্রাম_1,6.73,নদী,False,নিম্ন,"৫,০০,০০০ টাকা+",01940902215
F1358,কৃষক_359,কুষ্টিয়া,ডুমুরিয়া,গ্রাম_2,1.83,বৃষ্টিনির্ভর,True,উচ্চ,"৫০,০০০ টাকা",01517682331
F1359,কৃষক_360,চট্টগ্রাম,চারঘাট,গ্রাম_1,8.42,নদী,False,উচ্চ,"৫০,০০০ টাকা",01345607832
F1360,কৃষক_361,সিলেট,সদর,গ্রাম_4,5.8,পুকুর,False,নিম্ন,"১,০০,০০০ টাকা",01326429623
F1361,কৃষক_362,রাজশাহী,মিঠাপুকুর,গ্রাম_3,8.81,নদী,False,নিম্ন,"১,০০,০০০ টাকা",01616466091
F1362,কৃষক_363,কুষ্টিয়া,গফরগাঁও,গ্রাম_4,1.71,বৃষ্টিনির্ভর,True,নিম্ন,"২,০০,০০০ টাকা",01832286555
F1363,কৃষক_364,ময়মনসিংহ,চারঘাট,গ্রাম_1,8.17,পাম্প,True,উচ্চ,"২,০০,০০০ টাকা",01489349513
F1364,কৃষক_365,ঢাকা,আগৈলঝারা,গ্রাম_1,1.63,পুকুর,True,মধ্যম,"৫০,০০০ টাকা",01655392264
F1365,কৃষক_366,রাজশাহী,আগৈলঝারা,গ্রাম_1,4.95,পুকুর,False,উচ্চ,"২,০০,০০০ টাকা",01337431434
F1366,কৃষক_367,ময়মনসিংহ,মিরপুর,গ্রাম_4,2.63,পাম্প,True,মধ্যম,"১,০০,০০০ টাকা",01663429100
F1367,কৃষক_368,বরিশাল,সদর,গ্রাম_1,8.54,পাম্প,False,মধ্যম,"৫০,০০০ টাকা",01614692873
F1368,কৃষক_369,খুলনা,ডুমুরিয়া,গ্রাম_4,0.89,বৃষ্টিনির্ভর,False,মধ্যম,"১,০০,০০০ টাকা",01726472041
F1369,কৃষক_370,ময়মনসিংহ,মিঠাপুকুর,গ্রাম_1,0.97,নলকূপ,False,উচ্চ,"৫০,০০০ টাকা",01943376918
F1370,কৃষক_371,ঢাকা,শাজাহানপুর,গ্রাম_5,4.64,বৃষ্টিনির্ভর,True,মধ্যম,"৫০,০০০ টাকা",01913391576
F1371,কৃষক_372,কুষ্টিয়া,চারঘাট,গ্রাম_4,9.77,নলকূপ,False,মধ্যম,"৫,০০,০০০ টাকা+",01690799043
F1372,কৃষক_373,রংপুর,ডুমুরিয়া,গ্রাম_1,6.0,নলকূপ,False,উচ্চ,"৫০,০০০ টাকা",01977709669
F1373,কৃষক_374,রংপুর,শাজাহানপুর,গ্রাম_3,5.71,নলকূপ,False,মধ্যম,"২,০০,০০০ টাকা",01329146123
F1374,কৃষক_375,বরিশাল,মিরপুর,গ্রাম_4,3.69,নলকূপ,True,উচ্চ,"৫০,০০০ টাকা",01595570428
F1375,কৃষক_376,চট্টগ্রাম,মিঠাপুকুর,গ্রাম_5,1.27,পুকুর,True,উচ্চ,"১,০০,০০০ টাকা",01684934043
F1376,কৃষক_377,সিলেট,সদর,গ্রাম_4,0.94,পুকুর,False,মধ্যম,"২,০০,০০০ টাকা",01447271438
F1377,কৃষক_378,বরিশাল,চারঘাট,গ্রাম_2,4.05,পুকুর,False,মধ্যম,"৫,০০,০০০ টাকা+",01761984611
F1378,কৃষক_379,সিলেট,মিঠাপুকুর,গ্রাম_2,9.67,পুকুর,True,নিম্ন,"৫০,০০০ টাকা",01356107751
F1379,কৃষক_380,রংপুর,ডুমুরিয়া,গ্রাম_2,7.64,নদী,True,মধ্যম,"১,০০,০০০ টাকা",01620263521
F1380,কৃষক_381,সিলেট,গফরগাঁও,গ্রাম_5,4.72,নলকূপ,False,উচ্চ,"২,০০,০০০ টাকা",01931350602
F1381,কৃষক_382,বগুড়া,চারঘাট,গ্রাম_1,6.58,পাম্প,True,নিম্ন,"৫০,০০০ টাকা",01767652735
F1382,কৃষক_383,রংপুর,চারঘাট,গ্রাম_5,1.49,নলকূপ,True,মধ্যম,"২,০০,০০০ টাকা",01459808237
F1383,কৃষক_384,বগুড়া,বিশ্বম্ভরপুর,গ্রাম_5,9.68,পাম্প,False,মধ্যম,"৫০,০০০ টাকা",01700370265
F1384,কৃষক_385,ঢাকা,শাজাহানপুর,গ্রাম_3,5.35,নলকূপ,True,উচ্চ,"২,০০,০০০ টাকা",01912531848
F1385,কৃষক_386,কুষ্টিয়া,মিরপুর,গ্রাম_2,4.26,পাম্প,False,উচ্চ,"৫০,০০০ টাকা",01838912444
F1386,কৃষক_387,বগুড়া,বোয়ালখালী,গ্রাম_5,6.92,পাম্প,False,উচ্চ,"২,০০,০০০ টাকা",01385023264
F1387,কৃষক_388,ঢাকা,শাজাহানপুর,গ্রাম_2,8.9,নলকূপ,True,উচ্চ,"১,০০,০০০ টাকা",01809651564
F1388,কৃষক_389,বরিশাল,ডুমুরিয়া,গ্রাম_3,5.93,পুকুর,True,নিম্ন,"৫,০০,০০০ টাকা+",01801185514
F1389,কৃষক_390,ঢাকা,আগৈলঝারা,গ্রাম_2,0.55,পুকুর,True,মধ্যম,"১,০০,০০০ টাকা",01565688220
F1390,কৃষক_391,ঢাকা,আগৈলঝারা,গ্রাম_3,7.85,পুকুর,False,নিম্ন,"৫,০০,০০০ টাকা+",01967027517
F1391,কৃষক_392,বরিশাল,আগৈলঝারা,গ্রাম_5,2.64,পুকুর,True,উচ্চ,"৫০,০০০ টাকা",01624989144
F1392,কৃষক_393,বগুড়া,ডুমুরিয়া,গ্রাম_5,1.4,নলকূপ,False,নিম্ন,"১,০০,০০০ টাকা",01897263543
F1393,কৃষক_394,রাজশাহী,আগৈলঝারা,গ্রাম_2,8.48,নদী,False,মধ্যম,"২,০০,০০০ টাকা",01429357328
F1394,কৃষক_395,চট্টগ্রাম,গফরগাঁও,গ্রাম_2,6.48,বৃষ্টিনির্ভর,False,নিম্ন,"৫০,০০০ টাকা",01517698522
F1395,কৃষক_396,বরিশাল,গফরগাঁও,গ্রাম_2,6.85,বৃষ্টিনির্ভর,True,নিম্ন,"৫,০০,০০০ টাকা+",01661291626
F1396,কৃষক_397,ঢাকা,গফরগাঁও,গ্রাম_3,2.19,বৃষ্টিনির্ভর,True,উচ্চ,"২,০০,০০০ টাকা",01440744398
F1397,কৃষক_398,চট্টগ্রাম,মিরপুর,গ্রাম_1,7.33,পুকুর,False,নিম্ন,"১,০০,০০০ টাকা",01615286771
F1398,কৃষক_399,রাজশাহী,বিশ্বম্ভরপুর,গ্রাম_3,7.59,বৃষ্টিনির্ভর,True,মধ্যম,"৫০,০০০ টাকা",01333996884
F1399,কৃষক_400,রংপুর,মিঠাপুকুর,গ্রাম_3,6.65,নদী,True,মধ্যম,"৫০,০০০ টাকা",01971491619
F1400,কৃষক_401,ময়মনসিংহ,চারঘাট,গ্রাম_1,2.68,বৃষ্টিনির্ভর,True,উচ্চ,"১,০০,০০০ টাকা",01925086717
F1401,কৃষক_402,বগুড়া,ডুমুরিয়া,গ্রাম_1,7.52,বৃষ্টিনির্ভর,False,মধ্যম,"৫,০০,০০০ টাকা+",01855545613
F1402,কৃষক_403,কুষ্টিয়া,মিরপুর,গ্রাম_2,1.96,বৃষ্টিনির্ভর,True,উচ্চ,"১,০০,০০০ টাকা",01860378244
F1403,কৃষক_404,ময়মনসিংহ,বিশ্বম্ভরপুর,গ্রাম_2,5.87,নলকূপ,True,নিম্ন,"১,০০,০০০ টাকা",01566703493
F1404,কৃষক_405,বরিশাল,গফরগাঁও,গ্রাম_1,4.89,নদী,True,উচ্চ,"৫০,০০০ টাকা",01310570786
F1405,কৃষক_406,রংপুর,চারঘাট,গ্রাম_5,7.89,নলকূপ,False,মধ্যম,"২,০০,০০০ টাকা",01973926907
F1406,কৃষক_407,রাজশাহী,বোয়ালখালী,গ্রাম_5,0.86,বৃষ্টিনির্ভর,True,উচ্চ,"২,০০,০০০ টাকা",01508564216
F1407,কৃষক_408,ঢাকা,ডুমুরিয়া,গ্রাম_2,3.18,বৃষ্টিনির্ভর,False,মধ্যম,"২,০০,০০০ টাকা",01506475577
F1408,কৃষক_409,বগুড়া,চারঘাট,গ্রাম_5,0.54,পুকুর,False,উচ্চ,"৫,০০,০০০ টাকা+",01781313988
F1409,কৃষক_410,ময়মনসিংহ,ডুমুরিয়া,গ্রাম_1,2.43,পাম্প,True,মধ্যম,"২,০০,০০০ টাকা",01302995705
F1410,কৃষক_411,কুষ্টিয়া,সদর,গ্রাম_2,1.61,পুকুর,True,উচ্চ,"২,০০,০০০ টাকা",01664143046
F1411,কৃষক_412,চট্টগ্রাম,মিঠাপুকুর,গ্রাম_1,4.81,নদী,False,মধ্যম,"৫,০০,০০০ টাকা+",01805473717
F1412,কৃষক_413,ময়মনসিংহ,আগৈলঝারা,গ্রাম_1,9.21,নলকূপ,True,মধ্যম,"৫০,০০০ টাকা",01390072487
F1413,কৃষক_414,ঢাকা,ডুমুরিয়া,গ্রাম_1,9.55,পুকুর,True,মধ্যম,"৫,০০,০০০ টাকা+",01950836432
F1414,কৃষক_415,সিলেট,মিঠাপুকুর,গ্রাম_2,8.11,পাম্প,True,মধ্যম,"৫,০০,০০০ টাকা+",01723035334
F1415,কৃষক_416,বগুড়া,শাজাহানপুর,গ্রাম_2,8.1,নদী,True,মধ্যম,"৫০,০০০ টাকা",01454657963
F1416,কৃষক_417,ময়মনসিংহ,মিঠাপুকুর,গ্রাম_5,2.56,পাম্প,False,মধ্যম,"৫,০০,০০০ টাকা+",01908935930
F1417,কৃষক_418,বগুড়া,ডুমুরিয়া,গ্রাম_5,5.92,পুকুর,False,মধ্যম,"৫,০০,০০০ টাকা+",01456518726
F1418,কৃষক_419,বরিশাল,বোয়ালখালী,গ্রাম_2,8.39,পাম্প,True,মধ্যম,"২,০০,০০০ টাকা",01644444711
F1419,কৃষক_420,রংপুর,মিরপুর,গ্রাম_1,0.68,নদী,False,মধ্যম,"৫০,০০০ টাকা",01347538498
F1420,কৃষক_421,খুলনা,আগৈলঝারা,গ্রাম_3,0.68,পুকুর,False,মধ্যম,"২,০০,০০০ টাকা",01766841549
F1421,কৃষক_422,বরিশাল,শাজাহানপুর,গ্রাম_4,2.97,পুকুর,True,নিম্ন,"১,০০,০০০ টাকা",01519694960
F1422,কৃষক_423,ঢাকা,মিরপুর,গ্রাম_5,6.79,পাম্প,False,নিম্ন,"১,০০,০০০ টাকা",01677040434
F1423,কৃষক_424,সিলেট,বোয়ালখালী,গ্রাম_1,2.76,বৃষ্টিনির্ভর,True,উচ্চ,"৫,০০,০০০ টাকা+",01508061769
F1424,কৃষক_425,ঢাকা,বিশ্বম্ভরপুর,গ্রাম_2,1.48,বৃষ্টিনির্ভর,True,মধ্যম,"৫০,০০০ টাকা",01792677759
F1425,কৃষক_426,ময়মনসিংহ,মিরপুর,গ্রাম_1,6.97,পাম্প,True,উচ্চ,"৫,০০,০০০ টাকা+",01710380891
F1426,কৃষক_427,চট্টগ্রাম,গফরগাঁও,গ্রাম_5,9.25,বৃষ্টিনির্ভর,True,নিম্ন,"৫০,০০০ টাকা",01415996794
F1427,কৃষক_428,ঢাকা,মিরপুর,গ্রাম_2,3.21,বৃষ্টিনির্ভর,False,নিম্ন,"৫০,০০০ টাকা",01572682646
F1428,কৃষক_429,বরিশাল,শাজাহানপুর,গ্রাম_2,7.56,নদী,True,উচ্চ,"৫০,০০০ টাকা",01950545126
F1429,কৃষক_430,রাজশাহী,মিঠাপুকুর,গ্রাম_2,3.19,পুকুর,True,উচ্চ,"২,০০,০০০ টাকা",01663266751
F1430,কৃষক_431,ময়মনসিংহ,বোয়ালখালী,গ্রাম_2,2.97,পুকুর,True,নিম্ন,"৫০,০০০ টাকা",01667943968
F1431,কৃষক_432,কুষ্টিয়া,ডুমুরিয়া,গ্রাম_2,6.79,বৃষ্টিনির্ভর,False,উচ্চ,"৫০,০০০ টাকা",01533853174
F1432,কৃষক_433,ঢাকা,চারঘাট,গ্রাম_4,3.78,পুকুর,False,মধ্যম,"২,০০,০০০ টাকা",01694637368
F1433,কৃষক_434,রাজশাহী,আগৈলঝারা,গ্রাম_5,0.86,নলকূপ,True,উচ্চ,"১,০০,০০০ টাকা",01987405347
F1434,কৃষক_435,খুলনা,ডুমুরিয়া,গ্রাম_4,6.66,বৃষ্টিনির্ভর,False,নিম্ন,"২,০০,০০০ টাকা",01688494272
F1435,কৃষক_436,বগুড়া,বোয়ালখালী,গ্রাম_2,5.28,নলকূপ,False,মধ্যম,"৫০,০০০ টাকা",01393994564
F1436,কৃষক_437,সিলেট,গফরগাঁও,গ্রাম_5,5.41,পুকুর,True,মধ্যম,"৫০,০০০ টাকা",01881285261
F1437,কৃষক_438,সিলেট,চারঘাট,গ্রাম_5,9.65,পুকুর,True,উচ্চ,"৫,০০,০০০ টাকা+",01747629342
F1438,কৃষক_439,বগুড়া,মিঠাপুকুর,গ্রাম_3,9.1,নলকূপ,True,উচ্চ,"২,০০,০০০ টাকা",01494214151
F1439,কৃষক_440,রাজশাহী,মিরপুর,গ্রাম_2,9.22,বৃষ্টিনির্ভর,False,নিম্ন,"৫,০০,০০০ টাকা+",01600225871
F1440,কৃষক_441,সিলেট,সদর,গ্রাম_2,1.02,পুকুর,False,উচ্চ,"২,০০,০০০ টাকা",01766380862
F1441,কৃষক_442,ময়মনসিংহ,ডুমুরিয়া,গ্রাম_4,2.45,নলকূপ,False,উচ্চ,"৫,০০,০০০ টাকা+",01695661403
F1442,কৃষক_443,চট্টগ্রাম,শাজাহানপুর,গ্রাম_2,5.19,বৃষ্টিনির্ভর,False,উচ্চ,"২,০০,০০০ টাকা",01577935718
F1443,কৃষক_444,চট্টগ্রাম,শাজাহানপুর,গ্রাম_2,3.94,পুকুর,True,মধ্যম,"২,০০,০০০ টাকা",01683875137
F1444,কৃষক_445,চট্টগ্রাম,ডুমুরিয়া,গ্রাম_5,6.68,বৃষ্টিনির্ভর,False,উচ্চ,"২,০০,০০০ টাকা",01460601699
F1445,কৃষক_446,রাজশাহী,শাজাহানপুর,গ্রাম_4,1.6,নলকূপ,True,মধ্যম,"১,০০,০০০ টাকা",01637151888
F1446,কৃষক_447,কুষ্টিয়া,ডুমুরিয়া,গ্রাম_5,7.09,পাম্প,False,মধ্যম,"২,০০,০০০ টাকা",01834922198
F1447,কৃষক_448,বগুড়া,ডুমুরিয়া,গ্রাম_2,0.66,বৃষ্টিনির্ভর,False,নিম্ন,"৫,০০,০০০ টাকা+",01862463369
F1448,কৃষক_449,চট্টগ্রাম,শাজাহানপুর,গ্রাম_1,3.91,বৃষ্টিনির্ভর,False,নিম্ন,"৫,০০,০০০ টাকা+",01694997286
F1449,কৃষক_450,কুষ্টিয়া,গফরগাঁও,গ্রাম_3,4.76,পুকুর,False,নিম্ন,"২,০০,০০০ টাকা",01321144165
F1450,কৃষক_451,কুষ্টিয়া,মিরপুর,গ্রাম_1,7.13,পাম্প,False,নিম্ন,"৫০,০০০ টাকা",01698676561
F1451,কৃষক_452,খুলনা,বোয়ালখালী,গ্রাম_4,9.53,নদী,False,মধ্যম,"২,০০,০০০ টাকা",01819901468
F1452,কৃষক_453,বরিশাল,ডুমুরিয়া,গ্রাম_3,7.31,বৃষ্টিনির্ভর,False,উচ্চ,"১,০০,০০০ টাকা",01688280129
F1453,কৃষক_454,ময়মনসিংহ,বিশ্বম্ভরপুর,গ্রাম_2,3.78,নদী,True,উচ্চ,"২,০০,০০০ টাকা",01895988477
F1454,কৃষক_455,কুষ্টিয়া,চারঘাট,গ্রাম_4,7.92,নলকূপ,True,মধ্যম,"১,০০,০০০ টাকা",01661134091
F1455,কৃষক_456,ঢাকা,চারঘাট,গ্রাম_1,5.37,পুকুর,False,নিম্ন,"৫,০০,০০০ টাকা+",01764655439
F1456,কৃষক_457,ঢাকা,চারঘাট,গ্রাম_2,7.73,পাম্প,True,নিম্ন,"১,০০,০০০ টাকা",01856832496
F1457,কৃষক_458,বগুড়া,চারঘাট,গ্রাম_3,3.06,পাম্প,False,উচ্চ,"১,০০,০০০ টাকা",01510440745
F1458,কৃষক_459,রাজশাহী,চারঘাট,গ্রাম_4,7.01,নদী,True,উচ্চ,"৫০,০০০ টাকা",01995206384
F1459,কৃষক_460,বরিশাল,মিঠাপুকুর,গ্রাম_4,7.2,পাম্প,False,নিম্ন,"২,০০,০০০ টাকা",01534374261
F1460,কৃষক_461,বগুড়া,সদর,গ্রাম_2,7.45,নদী,False,উচ্চ,"৫০,০০০ টাকা",01461468977
F1461,কৃষক_462,বরিশাল,মিঠাপুকুর,গ্রাম_3,9.1,পুকুর,False,মধ্যম,"৫,০০,০০০ টাকা+",01568324402
F1462,কৃষক_463,রাজশাহী,শাজাহানপুর,গ্রাম_5,6.84,নদী,False,উচ্চ,"৫,০০,০০০ টাকা+",01948325415
F1463,কৃষক_464,খুলনা,সদর,গ্রাম_3,1.22,বৃষ্টিনির্ভর,True,মধ্যম,"৫,০০,০০০ টাকা+",01791268239
F1464,কৃষক_465,চট্টগ্রাম,শাজাহানপুর,গ্রাম_5,8.77,নদী,True,উচ্চ,"৫০,০০০ টাকা",01396284952
F1465,কৃষক_466,ঢাকা,শাজাহানপুর,গ্রাম_3,4.87,পুকুর,False,মধ্যম,"৫,০০,০০০ টাকা+",01702542088
F1466,কৃষক_467,কুষ্টিয়া,বিশ্বম্ভরপুর,গ্রাম_3,7.41,পাম্প,False,মধ্যম,"৫,০০,০০০ টাকা+",01359770514
F1467,কৃষক_468,খুলনা,বিশ্বম্ভরপুর,গ্রাম_5,3.37,বৃষ্টিনির্ভর,False,উচ্চ,"৫০,০০০ টাকা",01691818347
F1468,কৃষক_469,বগুড়া,সদর,গ্রাম_5,3.51,পুকুর,True,মধ্যম,"১,০০,০০০ টাকা",01717154179
F1469,কৃষক_470,বগুড়া,আগৈলঝারা,গ্রাম_1,0.79,বৃষ্টিনির্ভর,True,উচ্চ,"৫,০০,০০০ টাকা+",01786870392
F1470,কৃষক_471,রাজশাহী,ডুমুরিয়া,গ্রাম_3,4.21,বৃষ্টিনির্ভর,False,উচ্চ,"১,০০,০০০ টাকা",01820224935
F1471,কৃষক_472,সিলেট,চারঘাট,গ্রাম_3,2.89,নলকূপ,False,মধ্যম,"১,০০,০০০ টাকা",01708767569
F1472,কৃষক_473,খুলনা,চারঘাট,গ্রাম_5,8.2,পুকুর,False,উচ্চ,"২,০০,০০০ টাকা",01397556543
F1473,কৃষক_474,ঢাকা,ডুমুরিয়া,গ্রাম_1,7.24,বৃষ্টিনির্ভর,False,উচ্চ,"৫,০০,০০০ টাকা+",01518777700
F1474,কৃষক_475,বগুড়া,ডুমুরিয়া,গ্রাম_5,5.82,বৃষ্টিনির্ভর,True,নিম্ন,"৫,০০,০০০ টাকা+",01709571048
F1475,কৃষক_476,রংপুর,ডুমুরিয়া,গ্রাম_3,2.16,নলকূপ,False,মধ্যম,"৫,০০,০০০ টাকা+",01976346209
F1476,কৃষক_477,খুলনা,গফরগাঁও,গ্রাম_1,8.38,বৃষ্টিনির্ভর,True,উচ্চ,"৫০,০০০ টাকা",01425251424
F1477,কৃষক_478,কুষ্টিয়া,শাজাহানপুর,গ্রাম_3,8.32,বৃষ্টিনির্ভর,False,নিম্ন,"২,০০,০০০ টাকা",01969099431
F1478,কৃষক_479,রংপুর,আগৈলঝারা,গ্রাম_4,4.5,পাম্প,False,মধ্যম,"৫০,০০০ টাকা",01738753222
F1479,কৃষক_480,ঢাকা,বিশ্বম্ভরপুর,গ্রাম_5,5.16,বৃষ্টিনির্ভর,True,মধ্যম,"৫০,০০০ টাকা",01971394291
F1480,কৃষক_481,রাজশাহী,শাজাহানপুর,গ্রাম_1,5.58,নদী,False,মধ্যম,"৫,০০,০০০ টাকা+",01393368475
F1481,কৃষক_482,ঢাকা,চারঘাট,গ্রাম_3,3.54,বৃষ্টিনির্ভর,False,মধ্যম,"৫০,০০০ টাকা",01942856674
F1482,কৃষক_483,বগুড়া,আগৈলঝারা,গ্রাম_5,3.25,পুকুর,False,নিম্ন,"৫০,০০০ টাকা",01476400696
F1483,কৃষক_484,বগুড়া,বিশ্বম্ভরপুর,গ্রাম_4,9.04,বৃষ্টিনির্ভর,False,মধ্যম,"৫,০০,০০০ টাকা+",01560304962
F1484,কৃষক_485,চট্টগ্রাম,চারঘাট,গ্রাম_4,6.32,পাম্প,False,মধ্যম,"৫,০০,০০০ টাকা+",01499618545
F1485,কৃষক_486,ঢাকা,মিরপুর,গ্রাম_5,9.34,পুকুর,True,মধ্যম,"৫০,০০০ টাকা",01897472005
F1486,কৃষক_487,বরিশাল,আগৈলঝারা,গ্রাম_1,5.36,বৃষ্টিনির্ভর,True,মধ্যম,"১,০০,০০০ টাকা",01416052046
F1487,কৃষক_488,রংপুর,সদর,গ্রাম_1,8.74,নলকূপ,False,মধ্যম,"৫০,০০০ টাকা",01530478673
F1488,কৃষক_489,বরিশাল,মিঠাপুকুর,গ্রাম_1,8.0,নলকূপ,True,নিম্ন,"৫,০০,০০০ টাকা+",01526153168
F1489,কৃষক_490,ঢাকা,মিঠাপুকুর,গ্রাম_4,0.82,বৃষ্টিনির্ভর,False,উচ্চ,"৫০,০০০ টাকা",01897438608
F1490,কৃষক_491,ঢাকা,বোয়ালখালী,গ্রাম_1,7.75,নলকূপ,False,উচ্চ,"১,০০,০০০ টাকা",01960350715
F1491,কৃষক_492,সিলেট,বোয়ালখালী,গ্রাম_4,7.23,বৃষ্টিনির্ভর,False,উচ্চ,"১,০০,০০০ টাকা",01426748644
F1492,কৃষক_493,বগুড়া,মিরপুর,গ্রাম_5,3.87,নলকূপ,False,উচ্চ,"৫০,০০০ টাকা",01360494762
F1493,কৃষক_494,ঢাকা,শাজাহানপুর,গ্রাম_1,8.1,বৃষ্টিনির্ভর,True,মধ্যম,"৫,০০,০০০ টাকা+",01853651331
F1494,কৃষক_495,সিলেট,বোয়ালখালী,গ্রাম_5,8.78,বৃষ্টিনির্ভর,False,নিম্ন,"৫০,০০০ টাকা",01777859641
F1495,কৃষক_496,কুষ্টিয়া,মিরপুর,গ্রাম_3,7.88,পাম্প,False,উচ্চ,"১,০০,০০০ টাকা",01756037180
F1496,কৃষক_497,চট্টগ্রাম,গফরগাঁও,গ্রাম_3,0.68,পাম্প,True,উচ্চ,"৫,০০,০০০ টাকা+",01683125629
F1497,কৃষক_498,খুলনা,মিরপুর,গ্রাম_5,1.9,পাম্প,False,মধ্যম,"৫০,০০০ টাকা",01992087951
F1498,কৃষক_499,বগুড়া,আগৈলঝারা,গ্রাম_2,7.65,বৃষ্টিনির্ভর,True,নিম্ন,"২,০০,০০০ টাকা",01996208644
F1499,কৃষক_500,বরিশাল,আগৈলঝারা,গ্রাম_3,3.66,পাম্প,True,নিম্ন,"২,০০,০০০ টাকা",01446691575
